business_id,event_id,booking_id,event_type,event_at,status_after,start_after,end_after,staff_id_after,expected_value_ex_gst_after
B001,E01204,B00602,completed,2026-08-31T13:00:00+10:00,Completed,2026-08-31T11:00:00+10:00,2026-08-31T13:00:00+10:00,S02,180
B001,E01205,B00603,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T13:00:00+10:00,2026-08-31T15:00:00+10:00,S02,180
B001,E01206,B00603,completed,2026-08-31T15:00:00+10:00,Completed,2026-08-31T13:00:00+10:00,2026-08-31T15:00:00+10:00,S02,180
B001,E01207,B00604,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T15:00:00+10:00,2026-08-31T17:00:00+10:00,S02,180
B001,E01208,B00604,completed,2026-08-31T17:00:00+10:00,Completed,2026-08-31T15:00:00+10:00,2026-08-31T17:00:00+10:00,S02,180
B001,E01209,B00605,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T09:00:00+10:00,2026-09-01T11:00:00+10:00,S02,180
B001,E01210,B00605,completed,2026-09-01T11:00:00+10:00,Completed,2026-09-01T09:00:00+10:00,2026-09-01T11:00:00+10:00,S02,180
B001,E01211,B00606,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T11:00:00+10:00,2026-09-01T13:00:00+10:00,S02,180
B001,E01212,B00606,completed,2026-09-01T13:00:00+10:00,Completed,2026-09-01T11:00:00+10:00,2026-09-01T13:00:00+10:00,S02,180
B001,E01213,B00607,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T13:00:00+10:00,2026-09-01T15:00:00+10:00,S02,180
B001,E01214,B00607,completed,2026-09-01T15:00:00+10:00,Completed,2026-09-01T13:00:00+10:00,2026-09-01T15:00:00+10:00,S02,180
B001,E01215,B00608,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T15:00:00+10:00,2026-09-01T17:00:00+10:00,S02,180
B001,E01216,B00608,completed,2026-09-01T17:00:00+10:00,Completed,2026-09-01T15:00:00+10:00,2026-09-01T17:00:00+10:00,S02,180
B001,E01217,B00609,created,2026-08-21T10:00:00+10:00,Booked,2026-09-02T09:00:00+10:00,2026-09-02T11:00:00+10:00,S02,180
B001,E01218,B00609,completed,2026-09-02T11:00:00+10:00,Completed,2026-09-02T09:00:00+10:00,2026-09-02T11:00:00+10:00,S02,180
B001,E01219,B00610,created,2026-08-21T10:00:00+10:00,Booked,2026-09-02T11:00:00+10:00,2026-09-02T13:00:00+10:00,S02,180
B001,E01220,B00610,completed,2026-09-02T13:00:00+10:00,Completed,2026-09-02T11:00:00+10:00,2026-09-02T13:00:00+10:00,S02,180
B001,E01221,B00611,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T13:00:00+10:00,2026-09-02T14:00:00+10:00,S02,70
B001,E01222,B00611,completed,2026-09-02T14:00:00+10:00,Completed,2026-09-02T13:00:00+10:00,2026-09-02T14:00:00+10:00,S02,70
B001,E01223,B00612,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T14:00:00+10:00,2026-09-02T15:00:00+10:00,S02,70
B001,E01224,B00612,completed,2026-09-02T15:00:00+10:00,Completed,2026-09-02T14:00:00+10:00,2026-09-02T15:00:00+10:00,S02,70
B001,E01225,B00613,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T15:00:00+10:00,2026-09-02T16:00:00+10:00,S02,70
B001,E01226,B00613,completed,2026-09-02T16:00:00+10:00,Completed,2026-09-02T15:00:00+10:00,2026-09-02T16:00:00+10:00,S02,70
B001,E01227,B00614,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T16:00:00+10:00,2026-09-02T17:00:00+10:00,S02,70
B001,E01228,B00614,completed,2026-09-02T17:00:00+10:00,Completed,2026-09-02T16:00:00+10:00,2026-09-02T17:00:00+10:00,S02,70
B001,E01229,B00615,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T09:00:00+10:00,2026-09-03T10:00:00+10:00,S02,70
B001,E01230,B00615,completed,2026-09-03T10:00:00+10:00,Completed,2026-09-03T09:00:00+10:00,2026-09-03T10:00:00+10:00,S02,70
B001,E01231,B00616,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T10:00:00+10:00,2026-09-03T11:00:00+10:00,S02,70
B001,E01232,B00616,completed,2026-09-03T11:00:00+10:00,Completed,2026-09-03T10:00:00+10:00,2026-09-03T11:00:00+10:00,S02,70
B001,E01233,B00617,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T11:00:00+10:00,2026-09-03T12:00:00+10:00,S02,70
B001,E01234,B00617,completed,2026-09-03T12:00:00+10:00,Completed,2026-09-03T11:00:00+10:00,2026-09-03T12:00:00+10:00,S02,70
B001,E01235,B00618,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T12:00:00+10:00,2026-09-03T13:00:00+10:00,S02,70
B001,E01236,B00618,completed,2026-09-03T13:00:00+10:00,Completed,2026-09-03T12:00:00+10:00,2026-09-03T13:00:00+10:00,S02,70
B001,E01237,B00619,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T13:00:00+10:00,2026-09-03T14:00:00+10:00,S02,70
B001,E01238,B00619,completed,2026-09-03T14:00:00+10:00,Completed,2026-09-03T13:00:00+10:00,2026-09-03T14:00:00+10:00,S02,70
B001,E01239,B00620,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T14:00:00+10:00,2026-09-03T15:00:00+10:00,S02,70
B001,E01240,B00620,completed,2026-09-03T15:00:00+10:00,Completed,2026-09-03T14:00:00+10:00,2026-09-03T15:00:00+10:00,S02,70
B001,E01241,B00621,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T09:00:00+10:00,2026-08-31T11:00:00+10:00,S03,180
B001,E01242,B00621,completed,2026-08-31T11:00:00+10:00,Completed,2026-08-31T09:00:00+10:00,2026-08-31T11:00:00+10:00,S03,180
B001,E01243,B00622,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T11:00:00+10:00,2026-08-31T13:00:00+10:00,S03,180
B001,E01244,B00622,completed,2026-08-31T13:00:00+10:00,Completed,2026-08-31T11:00:00+10:00,2026-08-31T13:00:00+10:00,S03,180
B001,E01245,B00623,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T13:00:00+10:00,2026-08-31T15:00:00+10:00,S03,180
B001,E01246,B00623,completed,2026-08-31T15:00:00+10:00,Completed,2026-08-31T13:00:00+10:00,2026-08-31T15:00:00+10:00,S03,180
B001,E01247,B00624,created,2026-08-21T10:00:00+10:00,Booked,2026-08-31T15:00:00+10:00,2026-08-31T17:00:00+10:00,S03,180
B001,E01248,B00624,completed,2026-08-31T17:00:00+10:00,Completed,2026-08-31T15:00:00+10:00,2026-08-31T17:00:00+10:00,S03,180
B001,E01249,B00625,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T09:00:00+10:00,2026-09-01T11:00:00+10:00,S03,180
B001,E01250,B00625,completed,2026-09-01T11:00:00+10:00,Completed,2026-09-01T09:00:00+10:00,2026-09-01T11:00:00+10:00,S03,180
B001,E01251,B00626,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T11:00:00+10:00,2026-09-01T13:00:00+10:00,S03,180
B001,E01252,B00626,completed,2026-09-01T13:00:00+10:00,Completed,2026-09-01T11:00:00+10:00,2026-09-01T13:00:00+10:00,S03,180
B001,E01253,B00627,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T13:00:00+10:00,2026-09-01T15:00:00+10:00,S03,180
B001,E01254,B00627,completed,2026-09-01T15:00:00+10:00,Completed,2026-09-01T13:00:00+10:00,2026-09-01T15:00:00+10:00,S03,180
B001,E01255,B00628,created,2026-08-21T10:00:00+10:00,Booked,2026-09-01T15:00:00+10:00,2026-09-01T17:00:00+10:00,S03,180
B001,E01256,B00628,completed,2026-09-01T17:00:00+10:00,Completed,2026-09-01T15:00:00+10:00,2026-09-01T17:00:00+10:00,S03,180
B001,E01257,B00629,created,2026-08-21T10:00:00+10:00,Booked,2026-09-02T09:00:00+10:00,2026-09-02T11:00:00+10:00,S03,180
B001,E01258,B00629,completed,2026-09-02T11:00:00+10:00,Completed,2026-09-02T09:00:00+10:00,2026-09-02T11:00:00+10:00,S03,180
B001,E01259,B00630,created,2026-08-21T10:00:00+10:00,Booked,2026-09-02T11:00:00+10:00,2026-09-02T13:00:00+10:00,S03,180
B001,E01260,B00630,completed,2026-09-02T13:00:00+10:00,Completed,2026-09-02T11:00:00+10:00,2026-09-02T13:00:00+10:00,S03,180
B001,E01261,B00631,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T13:00:00+10:00,2026-09-02T15:00:00+10:00,S03,180
B001,E01262,B00631,completed,2026-09-02T15:00:00+10:00,Completed,2026-09-02T13:00:00+10:00,2026-09-02T15:00:00+10:00,S03,180
B001,E01263,B00632,created,2026-08-29T10:00:00+10:00,Booked,2026-09-02T15:00:00+10:00,2026-09-02T17:00:00+10:00,S03,180
B001,E01264,B00632,completed,2026-09-02T17:00:00+10:00,Completed,2026-09-02T15:00:00+10:00,2026-09-02T17:00:00+10:00,S03,180
B001,E01265,B00633,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T09:00:00+10:00,2026-09-03T10:00:00+10:00,S03,70
B001,E01266,B00633,completed,2026-09-03T10:00:00+10:00,Completed,2026-09-03T09:00:00+10:00,2026-09-03T10:00:00+10:00,S03,70
B001,E01267,B00634,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T10:00:00+10:00,2026-09-03T11:00:00+10:00,S03,70
B001,E01268,B00634,completed,2026-09-03T11:00:00+10:00,Completed,2026-09-03T10:00:00+10:00,2026-09-03T11:00:00+10:00,S03,70
B001,E01269,B00635,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T11:00:00+10:00,2026-09-03T12:00:00+10:00,S03,70
B001,E01270,B00635,completed,2026-09-03T12:00:00+10:00,Completed,2026-09-03T11:00:00+10:00,2026-09-03T12:00:00+10:00,S03,70
B001,E01271,B00636,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T12:00:00+10:00,2026-09-03T13:00:00+10:00,S03,70
B001,E01272,B00636,completed,2026-09-03T13:00:00+10:00,Completed,2026-09-03T12:00:00+10:00,2026-09-03T13:00:00+10:00,S03,70
B001,E01273,B00637,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T13:00:00+10:00,2026-09-03T14:00:00+10:00,S03,70
B001,E01274,B00637,completed,2026-09-03T14:00:00+10:00,Completed,2026-09-03T13:00:00+10:00,2026-09-03T14:00:00+10:00,S03,70
B001,E01275,B00638,created,2026-08-29T10:00:00+10:00,Booked,2026-09-03T14:00:00+10:00,2026-09-03T15:00:00+10:00,S03,70
B001,E01276,B00638,completed,2026-09-03T15:00:00+10:00,Completed,2026-09-03T14:00:00+10:00,2026-09-03T15:00:00+10:00,S03,70
B001,E01277,B00639,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S01,180
B001,E01278,B00639,completed,2026-09-07T11:00:00+10:00,Completed,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S01,180
B001,E01279,B00640,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S01,180
B001,E01280,B00640,completed,2026-09-07T13:00:00+10:00,Completed,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S01,180
B001,E01281,B00641,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S01,180
B001,E01282,B00641,completed,2026-09-07T15:00:00+10:00,Completed,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S01,180
B001,E01283,B00642,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T15:00:00+10:00,2026-09-07T16:00:00+10:00,S01,70
B001,E01284,B00642,completed,2026-09-07T16:00:00+10:00,Completed,2026-09-07T15:00:00+10:00,2026-09-07T16:00:00+10:00,S01,70
B001,E01285,B00643,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T16:00:00+10:00,2026-09-07T17:00:00+10:00,S01,70
B001,E01286,B00643,completed,2026-09-07T17:00:00+10:00,Completed,2026-09-07T16:00:00+10:00,2026-09-07T17:00:00+10:00,S01,70
B001,E01287,B00644,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S01,70
B001,E01288,B00644,completed,2026-09-10T10:00:00+10:00,Completed,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S01,70
B001,E01289,B00645,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S01,70
B001,E01290,B00645,completed,2026-09-10T11:00:00+10:00,Completed,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S01,70
B001,E01291,B00646,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S01,70
B001,E01292,B00646,completed,2026-09-10T12:00:00+10:00,Completed,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S01,70
B001,E01293,B00647,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S01,70
B001,E01294,B00647,completed,2026-09-10T13:00:00+10:00,Completed,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S01,70
B001,E01295,B00648,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S01,70
B001,E01296,B00648,completed,2026-09-10T14:00:00+10:00,Completed,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S01,70
B001,E01297,B00649,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S01,70
B001,E01298,B00649,completed,2026-09-10T15:00:00+10:00,Completed,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S01,70
B001,E01299,B00650,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T15:00:00+10:00,2026-09-10T16:00:00+10:00,S01,70
B001,E01300,B00650,completed,2026-09-10T16:00:00+10:00,Completed,2026-09-10T15:00:00+10:00,2026-09-10T16:00:00+10:00,S01,70
B001,E01301,B00651,created,2026-08-28T10:00:00+10:00,Booked,2026-09-10T16:00:00+10:00,2026-09-10T17:00:00+10:00,S01,70
B001,E01302,B00651,completed,2026-09-10T17:00:00+10:00,Completed,2026-09-10T16:00:00+10:00,2026-09-10T17:00:00+10:00,S01,70
B001,E01303,B00652,created,2026-08-28T10:00:00+10:00,Booked,2026-09-11T09:00:00+10:00,2026-09-11T10:00:00+10:00,S01,70
B001,E01304,B00652,completed,2026-09-11T10:00:00+10:00,Completed,2026-09-11T09:00:00+10:00,2026-09-11T10:00:00+10:00,S01,70
B001,E01305,B00653,created,2026-08-28T10:00:00+10:00,Booked,2026-09-11T10:00:00+10:00,2026-09-11T11:00:00+10:00,S01,70
B001,E01306,B00653,completed,2026-09-11T11:00:00+10:00,Completed,2026-09-11T10:00:00+10:00,2026-09-11T11:00:00+10:00,S01,70
B001,E01307,B00654,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S02,180
B001,E01308,B00654,completed,2026-09-07T11:00:00+10:00,Completed,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S02,180
B001,E01309,B00655,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S02,180
B001,E01310,B00655,completed,2026-09-07T13:00:00+10:00,Completed,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S02,180
B001,E01311,B00656,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S02,180
B001,E01312,B00656,completed,2026-09-07T15:00:00+10:00,Completed,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S02,180
B001,E01313,B00657,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T15:00:00+10:00,2026-09-07T17:00:00+10:00,S02,180
B001,E01314,B00657,completed,2026-09-07T17:00:00+10:00,Completed,2026-09-07T15:00:00+10:00,2026-09-07T17:00:00+10:00,S02,180
B001,E01315,B00658,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T09:00:00+10:00,2026-09-08T11:00:00+10:00,S02,180
B001,E01316,B00658,completed,2026-09-08T11:00:00+10:00,Completed,2026-09-08T09:00:00+10:00,2026-09-08T11:00:00+10:00,S02,180
B001,E01317,B00659,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T11:00:00+10:00,2026-09-08T13:00:00+10:00,S02,180
B001,E01318,B00659,completed,2026-09-08T13:00:00+10:00,Completed,2026-09-08T11:00:00+10:00,2026-09-08T13:00:00+10:00,S02,180
B001,E01319,B00660,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T13:00:00+10:00,2026-09-08T15:00:00+10:00,S02,180
B001,E01320,B00660,completed,2026-09-08T15:00:00+10:00,Completed,2026-09-08T13:00:00+10:00,2026-09-08T15:00:00+10:00,S02,180
B001,E01321,B00661,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T15:00:00+10:00,2026-09-08T17:00:00+10:00,S02,180
B001,E01322,B00661,completed,2026-09-08T17:00:00+10:00,Completed,2026-09-08T15:00:00+10:00,2026-09-08T17:00:00+10:00,S02,180
B001,E01323,B00662,created,2026-08-28T10:00:00+10:00,Booked,2026-09-09T09:00:00+10:00,2026-09-09T11:00:00+10:00,S02,180
B001,E01324,B00662,completed,2026-09-09T11:00:00+10:00,Completed,2026-09-09T09:00:00+10:00,2026-09-09T11:00:00+10:00,S02,180
B001,E01325,B00663,created,2026-08-28T10:00:00+10:00,Booked,2026-09-09T11:00:00+10:00,2026-09-09T13:00:00+10:00,S02,180
B001,E01326,B00663,completed,2026-09-09T13:00:00+10:00,Completed,2026-09-09T11:00:00+10:00,2026-09-09T13:00:00+10:00,S02,180
B001,E01327,B00664,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T13:00:00+10:00,2026-09-09T14:00:00+10:00,S02,70
B001,E01328,B00664,completed,2026-09-09T14:00:00+10:00,Completed,2026-09-09T13:00:00+10:00,2026-09-09T14:00:00+10:00,S02,70
B001,E01329,B00665,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T14:00:00+10:00,2026-09-09T15:00:00+10:00,S02,70
B001,E01330,B00665,completed,2026-09-09T15:00:00+10:00,Completed,2026-09-09T14:00:00+10:00,2026-09-09T15:00:00+10:00,S02,70
B001,E01331,B00666,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T15:00:00+10:00,2026-09-09T16:00:00+10:00,S02,70
B001,E01332,B00666,completed,2026-09-09T16:00:00+10:00,Completed,2026-09-09T15:00:00+10:00,2026-09-09T16:00:00+10:00,S02,70
B001,E01333,B00667,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T16:00:00+10:00,2026-09-09T17:00:00+10:00,S02,70
B001,E01334,B00667,completed,2026-09-09T17:00:00+10:00,Completed,2026-09-09T16:00:00+10:00,2026-09-09T17:00:00+10:00,S02,70
B001,E01335,B00668,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S02,70
B001,E01336,B00668,completed,2026-09-10T10:00:00+10:00,Completed,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S02,70
B001,E01337,B00669,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S02,70
B001,E01338,B00669,completed,2026-09-10T11:00:00+10:00,Completed,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S02,70
B001,E01339,B00670,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S02,70
B001,E01340,B00670,completed,2026-09-10T12:00:00+10:00,Completed,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S02,70
B001,E01341,B00671,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S02,70
B001,E01342,B00671,completed,2026-09-10T13:00:00+10:00,Completed,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S02,70
B001,E01343,B00672,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S02,70
B001,E01344,B00672,completed,2026-09-10T14:00:00+10:00,Completed,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S02,70
B001,E01345,B00673,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S02,70
B001,E01346,B00673,completed,2026-09-10T15:00:00+10:00,Completed,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S02,70
B001,E01347,B00674,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S03,180
B001,E01348,B00674,completed,2026-09-07T11:00:00+10:00,Completed,2026-09-07T09:00:00+10:00,2026-09-07T11:00:00+10:00,S03,180
B001,E01349,B00675,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S03,180
B001,E01350,B00675,completed,2026-09-07T13:00:00+10:00,Completed,2026-09-07T11:00:00+10:00,2026-09-07T13:00:00+10:00,S03,180
B001,E01351,B00676,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S03,180
B001,E01352,B00676,completed,2026-09-07T15:00:00+10:00,Completed,2026-09-07T13:00:00+10:00,2026-09-07T15:00:00+10:00,S03,180
B001,E01353,B00677,created,2026-08-28T10:00:00+10:00,Booked,2026-09-07T15:00:00+10:00,2026-09-07T17:00:00+10:00,S03,180
B001,E01354,B00677,completed,2026-09-07T17:00:00+10:00,Completed,2026-09-07T15:00:00+10:00,2026-09-07T17:00:00+10:00,S03,180
B001,E01355,B00678,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T09:00:00+10:00,2026-09-08T11:00:00+10:00,S03,180
B001,E01356,B00678,completed,2026-09-08T11:00:00+10:00,Completed,2026-09-08T09:00:00+10:00,2026-09-08T11:00:00+10:00,S03,180
B001,E01357,B00679,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T11:00:00+10:00,2026-09-08T13:00:00+10:00,S03,180
B001,E01358,B00679,completed,2026-09-08T13:00:00+10:00,Completed,2026-09-08T11:00:00+10:00,2026-09-08T13:00:00+10:00,S03,180
B001,E01359,B00680,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T13:00:00+10:00,2026-09-08T15:00:00+10:00,S03,180
B001,E01360,B00680,completed,2026-09-08T15:00:00+10:00,Completed,2026-09-08T13:00:00+10:00,2026-09-08T15:00:00+10:00,S03,180
B001,E01361,B00681,created,2026-08-28T10:00:00+10:00,Booked,2026-09-08T15:00:00+10:00,2026-09-08T17:00:00+10:00,S03,180
B001,E01362,B00681,completed,2026-09-08T17:00:00+10:00,Completed,2026-09-08T15:00:00+10:00,2026-09-08T17:00:00+10:00,S03,180
B001,E01363,B00682,created,2026-08-28T10:00:00+10:00,Booked,2026-09-09T09:00:00+10:00,2026-09-09T11:00:00+10:00,S03,180
B001,E01364,B00682,completed,2026-09-09T11:00:00+10:00,Completed,2026-09-09T09:00:00+10:00,2026-09-09T11:00:00+10:00,S03,180
B001,E01365,B00683,created,2026-08-28T10:00:00+10:00,Booked,2026-09-09T11:00:00+10:00,2026-09-09T13:00:00+10:00,S03,180
B001,E01366,B00683,completed,2026-09-09T13:00:00+10:00,Completed,2026-09-09T11:00:00+10:00,2026-09-09T13:00:00+10:00,S03,180
B001,E01367,B00684,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T13:00:00+10:00,2026-09-09T15:00:00+10:00,S03,180
B001,E01368,B00684,completed,2026-09-09T15:00:00+10:00,Completed,2026-09-09T13:00:00+10:00,2026-09-09T15:00:00+10:00,S03,180
B001,E01369,B00685,created,2026-09-05T10:00:00+10:00,Booked,2026-09-09T15:00:00+10:00,2026-09-09T17:00:00+10:00,S03,180
B001,E01370,B00685,completed,2026-09-09T17:00:00+10:00,Completed,2026-09-09T15:00:00+10:00,2026-09-09T17:00:00+10:00,S03,180
B001,E01371,B00686,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S03,70
B001,E01372,B00686,completed,2026-09-10T10:00:00+10:00,Completed,2026-09-10T09:00:00+10:00,2026-09-10T10:00:00+10:00,S03,70
B001,E01373,B00687,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S03,70
B001,E01374,B00687,completed,2026-09-10T11:00:00+10:00,Completed,2026-09-10T10:00:00+10:00,2026-09-10T11:00:00+10:00,S03,70
B001,E01375,B00688,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S03,70
B001,E01376,B00688,completed,2026-09-10T12:00:00+10:00,Completed,2026-09-10T11:00:00+10:00,2026-09-10T12:00:00+10:00,S03,70
B001,E01377,B00689,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S03,70
B001,E01378,B00689,completed,2026-09-10T13:00:00+10:00,Completed,2026-09-10T12:00:00+10:00,2026-09-10T13:00:00+10:00,S03,70
B001,E01379,B00690,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S03,70
B001,E01380,B00690,completed,2026-09-10T14:00:00+10:00,Completed,2026-09-10T13:00:00+10:00,2026-09-10T14:00:00+10:00,S03,70
B001,E01381,B00691,created,2026-09-05T10:00:00+10:00,Booked,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S03,70
B001,E01382,B00691,completed,2026-09-10T15:00:00+10:00,Completed,2026-09-10T14:00:00+10:00,2026-09-10T15:00:00+10:00,S03,70
B001,E01383,B00692,created,2026-09-04T10:00:00+10:00,Booked,2026-09-14T09:00:00+10:00,2026-09-14T11:00:00+10:00,S01,180
B001,E01384,B00692,completed,2026-09-14T11:00:00+10:00,Completed,2026-09-14T09:00:00+10:00,2026-09-14T11:00:00+10:00,S01,180
B001,E01385,B00693,created,2026-09-04T10:00:00+10:00,Booked,2026-09-14T11:00:00+10:00,2026-09-14T13:00:00+10:00,S01,180
B001,E01386,B00693,completed,2026-09-14T13:00:00+10:00,Completed,2026-09-14T11:00:00+10:00,2026-09-14T13:00:00+10:00,S01,180
B001,E01387,B00694,created,2026-09-04T10:00:00+10:00,Booked,2026-09-14T13:00:00+10:00,2026-09-14T15:00:00+10:00,S01,180
B001,E01388,B00694,completed,2026-09-14T15:00:00+10:00,Completed,2026-09-14T13:00:00+10:00,2026-09-14T15:00:00+10:00,S01,180
B001,E01389,B00695,created,2026-09-04T10:00:00+10:00,Booked,2026-09-14T15:00:00+10:00,2026-09-14T17:00:00+10:00,S01,180
B001,E01390,B00695,completed,2026-09-14T17:00:00+10:00,Completed,2026-09-14T15:00:00+10:00,2026-09-14T17:00:00+10:00,S01,180
B001,E01391,B00696,created,2026-09-04T10:00:00+10:00,Booked,2026-09-15T09:00:00+10:00,2026-09-15T11:00:00+10:00,S01,180
B001,E01392,B00696,completed,2026-09-15T11:00:00+10:00,Completed,2026-09-15T09:00:00+10:00,2026-09-15T11:00:00+10:00,S01,180
